dataset,random_seed,forecast_model,cf_model,horizon,desired_change,fraction_std,forecast_smape,forecast_mase,validity_ratio,proximity,compactness,step_validity_auc
cif2016,39,gru,BaseNN,12,0.1,2.0,11.035120740527384,1.5141319376568336,0.6921296296296297,1.5184418267151818,0.017592592592592597,0.5436921296296297
cif2016,39,nbeats,ForecastCF,12,0.1,2.25,11.060504858335745,1.6652246934992538,0.8256172839506172,0.1891198011808038,0.5489197530864197,0.7347608024691359
cif2016,39,nbeats,BaseShift,12,0.1,2.25,11.060504858335745,1.6652246934992538,0.6595293209876543,0.26535478267092205,0.09074074074074075,0.40084876543209874
cif2016,39,nbeats,BaseNN,12,0.1,2.25,11.060504858335745,1.6652246934992538,0.7536651234567903,1.5184418267151818,0.017592592592592597,0.6025270061728395
cif2016,39,wavenet,ForecastCF,12,0.1,2.25,9.229029622886715,1.3340127061485476,0.8341049382716049,0.19784552599286206,0.7507716049382716,0.7597415123456791
cif2016,39,wavenet,BaseShift,12,0.1,2.25,9.229029622886715,1.3340127061485476,0.5866126543209877,0.26535478267092205,0.09074074074074075,0.23784722222222224
cif2016,39,wavenet,BaseNN,12,0.1,2.25,9.229029622886715,1.3340127061485476,0.48225308641975306,1.5184418267151818,0.017592592592592597,0.12972608024691357
cif2016,39,seq2seq,ForecastCF,12,0.1,2.25,11.431560400721766,1.6217066261339284,0.837770061728395,0.07911118319468302,0.7862654320987653,0.7418981481481481
cif2016,39,seq2seq,BaseShift,12,0.1,2.25,11.431560400721766,1.6217066261339284,0.6805555555555556,0.26535478267092205,0.09074074074074075,0.5999228395061728
cif2016,39,seq2seq,BaseNN,12,0.1,2.25,11.431560400721766,1.6217066261339284,0.7293595679012347,1.5184418267151818,0.017592592592592597,0.5684799382716049
cif2016,39,gru,ForecastCF,12,0.1,2.25,11.035120740527384,1.5141319376568336,0.8520447530864197,0.07491668040524173,0.7558641975308641,0.7698688271604939
cif2016,39,gru,BaseShift,12,0.1,2.25,11.035120740527384,1.5141319376568336,0.7243441358024691,0.26535478267092205,0.09074074074074075,0.6336805555555556
cif2016,39,gru,BaseNN,12,0.1,2.25,11.035120740527384,1.5141319376568336,0.71875,1.5184418267151818,0.017592592592592597,0.5925925925925926
cif2016,39,nbeats,ForecastCF,12,0.1,2.5,11.060504858335745,1.6652246934992538,0.8323688271604938,0.17565125677680804,0.5919753086419753,0.750096450617284
cif2016,39,nbeats,BaseShift,12,0.1,2.5,11.060504858335745,1.6652246934992538,0.6834490740740741,0.26535478267092205,0.09074074074074075,0.45823688271604934
cif2016,39,nbeats,BaseNN,12,0.1,2.5,11.060504858335745,1.6652246934992538,0.7716049382716049,1.5184418267151818,0.017592592592592597,0.6330054012345679
cif2016,39,wavenet,ForecastCF,12,0.1,2.5,9.229029622886715,1.3340127061485476,0.8362268518518519,0.17986421080999498,0.7722222222222221,0.7618634259259259
cif2016,39,wavenet,BaseShift,12,0.1,2.5,9.229029622886715,1.3340127061485476,0.621141975308642,0.26535478267092205,0.09074074074074075,0.29552469135802467
cif2016,39,wavenet,BaseNN,12,0.1,2.5,9.229029622886715,1.3340127061485476,0.513695987654321,1.5184418267151818,0.017592592592592597,0.15181327160493827
cif2016,39,seq2seq,ForecastCF,12,0.1,2.5,11.431560400721766,1.6217066261339284,0.8435570987654322,0.07274691030268753,0.8175925925925924,0.7570408950617283
cif2016,39,seq2seq,BaseShift,12,0.1,2.5,11.431560400721766,1.6217066261339284,0.703125,0.26535478267092205,0.09074074074074075,0.6197916666666666
cif2016,39,seq2seq,BaseNN,12,0.1,2.5,11.431560400721766,1.6217066261339284,0.7484567901234569,1.5184418267151818,0.017592592592592597,0.6023341049382716
cif2016,39,gru,ForecastCF,12,0.1,2.5,11.035120740527384,1.5141319376568336,0.8537808641975309,0.06775889965603592,0.7745370370370369,0.7719907407407407
cif2016,39,gru,BaseShift,12,0.1,2.5,11.035120740527384,1.5141319376568336,0.742283950617284,0.26535478267092205,0.09074074074074075,0.6577932098765432
cif2016,39,gru,BaseNN,12,0.1,2.5,11.035120740527384,1.5141319376568336,0.7372685185185185,1.5184418267151818,0.017592592592592597,0.6208526234567903
cif2016,39,nbeats,ForecastCF,12,0.1,2.75,11.060504858335745,1.6652246934992538,0.8379629629629629,0.16494206878721135,0.5979938271604939,0.7597415123456792
cif2016,39,nbeats,BaseShift,12,0.1,2.75,11.060504858335745,1.6652246934992538,0.7040895061728394,0.26535478267092205,0.09074074074074075,0.48649691358024694
cif2016,39,nbeats,BaseNN,12,0.1,2.75,11.060504858335745,1.6652246934992538,0.7845293209876544,1.5184418267151818,0.017592592592592597,0.6453510802469136
cif2016,39,wavenet,ForecastCF,12,0.1,2.75,9.229029622886715,1.3340127061485476,0.8385416666666666,0.166225344058158,0.7935185185185184,0.7661072530864197
cif2016,39,wavenet,BaseShift,12,0.1,2.75,9.229029622886715,1.3340127061485476,0.6496913580246912,0.26535478267092205,0.09074074074074075,0.37519290123456794
cif2016,39,wavenet,BaseNN,12,0.1,2.75,9.229029622886715,1.3340127061485476,0.5493827160493828,1.5184418267151818,0.017592592592592597,0.20023148148148148
cif2016,39,seq2seq,ForecastCF,12,0.1,2.75,11.431560400721766,1.6217066261339284,0.8474151234567903,0.06761001111313515,0.8276234567901234,0.7651427469135803
cif2016,39,seq2seq,BaseShift,12,0.1,2.75,11.431560400721766,1.6217066261339284,0.7266589506172839,0.26535478267092205,0.09074074074074075,0.6468942901234568
cif2016,39,seq2seq,BaseNN,12,0.1,2.75,11.431560400721766,1.6217066261339284,0.7627314814814815,1.5184418267151818,0.017592592592592597,0.6202739197530865
cif2016,39,gru,ForecastCF,12,0.1,2.75,11.035120740527384,1.5141319376568336,0.8568672839506172,0.06191277476707155,0.8077160493827159,0.7735339506172838
cif2016,39,gru,BaseShift,12,0.1,2.75,11.035120740527384,1.5141319376568336,0.7582947530864197,0.26535478267092205,0.09074074074074075,0.6789158950617284
cif2016,39,gru,BaseNN,12,0.1,2.75,11.035120740527384,1.5141319376568336,0.7542438271604939,1.5184418267151818,0.017592592592592597,0.646219135802469
cif2016,39,nbeats,ForecastCF,12,0.1,3.0,11.060504858335745,1.6652246934992538,0.839891975308642,0.1557158068661236,0.616358024691358,0.7613811728395062
cif2016,39,nbeats,BaseShift,12,0.1,3.0,11.060504858335745,1.6652246934992538,0.7197145061728394,0.26535478267092205,0.09074074074074075,0.5158179012345679
cif2016,39,nbeats,BaseNN,12,0.1,3.0,11.060504858335745,1.6652246934992538,0.7937885802469135,1.5184418267151818,0.017592592592592597,0.6651234567901235
cif2016,39,wavenet,ForecastCF,12,0.1,3.0,9.229029622886715,1.3340127061485476,0.8387345679012346,0.1557897965912934,0.8104938271604938,0.7662037037037037
cif2016,39,wavenet,BaseShift,12,0.1,3.0,9.229029622886715,1.3340127061485476,0.6709104938271606,0.26535478267092205,0.09074074074074075,0.40567129629629634
cif2016,39,wavenet,BaseNN,12,0.1,3.0,9.229029622886715,1.3340127061485476,0.5752314814814815,1.5184418267151818,0.017592592592592597,0.2368827160493827
cif2016,39,seq2seq,ForecastCF,12,0.1,3.0,11.431560400721766,1.6217066261339284,0.8495370370370371,0.06355263128035776,0.8546296296296296,0.7704475308641976
cif2016,39,seq2seq,BaseShift,12,0.1,3.0,11.431560400721766,1.6217066261339284,0.7445987654320987,0.26535478267092205,0.09074074074074075,0.664351851851852
cif2016,39,seq2seq,BaseNN,12,0.1,3.0,11.431560400721766,1.6217066261339284,0.7758487654320987,1.5184418267151818,0.017592592592592597,0.6353202160493828
cif2016,39,gru,ForecastCF,12,0.1,3.0,11.035120740527384,1.5141319376568336,0.8578317901234569,0.05742773475715009,0.8308641975308642,0.7724729938271604
cif2016,39,gru,BaseShift,12,0.1,3.0,11.035120740527384,1.5141319376568336,0.7667824074074074,0.26535478267092205,0.09074074074074075,0.6907793209876545
cif2016,39,gru,BaseNN,12,0.1,3.0,11.035120740527384,1.5141319376568336,0.7665895061728394,1.5184418267151818,0.017592592592592597,0.6562499999999999
cif2016,39,nbeats,ForecastCF,12,0.1,3.5,11.060504858335745,1.6652246934992538,0.8449074074074074,0.13844270663501337,0.6555555555555556,0.7690972222222222
cif2016,39,nbeats,BaseShift,12,0.1,3.5,11.060504858335745,1.6652246934992538,0.7480709876543209,0.26535478267092205,0.09074074074074075,0.5694444444444444
cif2016,39,nbeats,BaseNN,12,0.1,3.5,11.060504858335745,1.6652246934992538,0.8126929012345679,1.5184418267151818,0.017592592592592597,0.7029320987654322
cif2016,39,wavenet,ForecastCF,12,0.1,3.5,9.229029622886715,1.3340127061485476,0.8418209876543209,0.14008546469748226,0.8277777777777778,0.7683256172839507
cif2016,39,wavenet,BaseShift,12,0.1,3.5,9.229029622886715,1.3340127061485476,0.7042824074074074,0.26535478267092205,0.09074074074074075,0.4639274691358024
cif2016,39,wavenet,BaseNN,12,0.1,3.5,9.229029622886715,1.3340127061485476,0.6375385802469135,1.5184418267151818,0.017592592592592597,0.3401813271604938
cif2016,39,seq2seq,ForecastCF,12,0.1,3.5,11.431560400721766,1.6217066261339284,0.8503086419753088,0.05747560644344952,0.8709876543209876,0.7691936728395061
cif2016,39,seq2seq,BaseShift,12,0.1,3.5,11.431560400721766,1.6217066261339284,0.7681327160493828,0.26535478267092205,0.09074074074074075,0.6902006172839505
cif2016,39,seq2seq,BaseNN,12,0.1,3.5,11.431560400721766,1.6217066261339284,0.7910879629629629,1.5184418267151818,0.017592592592592597,0.6664737654320988
cif2016,39,gru,ForecastCF,12,0.1,3.5,11.035120740527384,1.5141319376568336,0.8613040123456791,0.05071918823775595,0.8603395061728395,0.7788387345679012
cif2016,39,gru,BaseShift,12,0.1,3.5,11.035120740527384,1.5141319376568336,0.7835648148148148,0.26535478267092205,0.09074074074074075,0.7117091049382716
cif2016,39,gru,BaseNN,12,0.1,3.5,11.035120740527384,1.5141319376568336,0.7897376543209875,1.5184418267151818,0.017592592592592597,0.6851851851851853
cif2016,39,nbeats,ForecastCF,12,0.1,4.0,11.060504858335745,1.6652246934992538,0.8481867283950616,0.12542156744853858,0.6989197530864197,0.771604938271605
cif2016,39,nbeats,BaseShift,12,0.1,4.0,11.060504858335745,1.6652246934992538,0.7702546296296297,0.26535478267092205,0.09074074074074075,0.6174768518518519
cif2016,39,nbeats,BaseNN,12,0.1,4.0,11.060504858335745,1.6652246934992538,0.8209876543209877,1.5184418267151818,0.017592592592592597,0.7171103395061729
cif2016,39,wavenet,ForecastCF,12,0.1,4.0,9.229029622886715,1.3340127061485476,0.845679012345679,0.12695713244803344,0.8396604938271606,0.7724729938271604
cif2016,39,wavenet,BaseShift,12,0.1,4.0,9.229029622886715,1.3340127061485476,0.7255015432098766,0.26535478267092205,0.09074074074074075,0.5040509259259259
cif2016,39,wavenet,BaseNN,12,0.1,4.0,9.229029622886715,1.3340127061485476,0.7011959876543209,1.5184418267151818,0.017592592592592597,0.43518518518518523
cif2016,39,seq2seq,ForecastCF,12,0.1,4.0,11.431560400721766,1.6217066261339284,0.8539737654320987,0.0534316687605227,0.8822530864197531,0.771701388888889
cif2016,39,seq2seq,BaseShift,12,0.1,4.0,11.431560400721766,1.6217066261339284,0.7841435185185185,0.26535478267092205,0.09074074074074075,0.7065972222222222
cif2016,39,seq2seq,BaseNN,12,0.1,4.0,11.431560400721766,1.6217066261339284,0.8036265432098765,1.5184418267151818,0.017592592592592597,0.6964699074074074
cif2016,39,gru,ForecastCF,12,0.1,4.0,11.035120740527384,1.5141319376568336,0.8634259259259259,0.04597290148138747,0.8885802469135802,0.7868441358024691
cif2016,39,gru,BaseShift,12,0.1,4.0,11.035120740527384,1.5141319376568336,0.7941743827160495,0.26535478267092205,0.09074074074074075,0.7249228395061729
cif2016,39,gru,BaseNN,12,0.1,4.0,11.035120740527384,1.5141319376568336,0.8024691358024691,1.5184418267151818,0.017592592592592597,0.7125771604938271
cif2016,39,nbeats,ForecastCF,12,0.1,4.5,11.060504858335745,1.6652246934992538,0.8487654320987654,0.11443137127526606,0.7574074074074074,0.7717978395061729
cif2016,39,nbeats,BaseShift,12,0.1,4.5,11.060504858335745,1.6652246934992538,0.7854938271604938,0.26535478267092205,0.09074074074074075,0.6459297839506173
cif2016,39,nbeats,BaseNN,12,0.1,4.5,11.060504858335745,1.6652246934992538,0.8275462962962963,1.5184418267151818,0.017592592592592597,0.732253086419753
cif2016,39,wavenet,ForecastCF,12,0.1,4.5,9.229029622886715,1.3340127061485476,0.8466435185185185,0.11595267405422138,0.8476851851851853,0.7724729938271604
cif2016,39,wavenet,BaseShift,12,0.1,4.5,9.229029622886715,1.3340127061485476,0.7426697530864197,0.26535478267092205,0.09074074074074075,0.5358796296296297
cif2016,39,wavenet,BaseNN,12,0.1,4.5,9.229029622886715,1.3340127061485476,0.7444058641975309,1.5184418267151818,0.017592592592592597,0.5126350308641976
cif2016,39,seq2seq,ForecastCF,12,0.1,4.5,11.431560400721766,1.6217066261339284,0.8555169753086419,0.050043102905547074,0.8910493827160493,0.7737268518518519
cif2016,39,seq2seq,BaseShift,12,0.1,4.5,11.431560400721766,1.6217066261339284,0.7959104938271605,0.26535478267092205,0.09074074074074075,0.7191358024691358
cif2016,39,seq2seq,BaseNN,12,0.1,4.5,11.431560400721766,1.6217066261339284,0.8138503086419754,1.5184418267151818,0.017592592592592597,0.7203896604938271
cif2016,39,gru,ForecastCF,12,0.1,4.5,11.035120740527384,1.5141319376568336,0.8641975308641976,0.043756238855621306,0.8950617283950616,0.7898341049382717
cif2016,39,gru,BaseShift,12,0.1,4.5,11.035120740527384,1.5141319376568336,0.80054012345679,0.26535478267092205,0.09074074074074075,0.73070987654321
cif2016,39,gru,BaseNN,12,0.1,4.5,11.035120740527384,1.5141319376568336,0.8121141975308641,1.5184418267151818,0.017592592592592597,0.730516975308642
cif2016,39,nbeats,ForecastCF,12,0.1,5.0,11.060504858335745,1.6652246934992538,0.8510802469135803,0.10759361927342062,0.7915123456790122,0.7741126543209876
cif2016,39,nbeats,BaseShift,12,0.1,5.0,11.060504858335745,1.6652246934992538,0.7997685185185185,0.26535478267092205,0.09074074074074075,0.6852816358024691
cif2016,39,nbeats,BaseNN,12,0.1,5.0,11.060504858335745,1.6652246934992538,0.8315972222222222,1.5184418267151818,0.017592592592592597,0.734664351851852
cif2016,39,wavenet,ForecastCF,12,0.1,5.0,9.229029622886715,1.3340127061485476,0.8524305555555556,0.10634344675482439,0.8589506172839507,0.7788387345679013
cif2016,39,wavenet,BaseShift,12,0.1,5.0,9.229029622886715,1.3340127061485476,0.7573302469135803,0.26535478267092205,0.09074074074074075,0.5485146604938271
cif2016,39,wavenet,BaseNN,12,0.1,5.0,9.229029622886715,1.3340127061485476,0.7708333333333334,1.5184418267151818,0.017592592592592597,0.5715663580246914
cif2016,39,seq2seq,ForecastCF,12,0.1,5.0,11.431560400721766,1.6217066261339284,0.8570601851851852,0.04736317717398064,0.9058641975308641,0.7757523148148148
cif2016,39,seq2seq,BaseShift,12,0.1,5.0,11.431560400721766,1.6217066261339284,0.8032407407407407,0.26535478267092205,0.09074074074074075,0.7302276234567902
cif2016,39,seq2seq,BaseNN,12,0.1,5.0,11.431560400721766,1.6217066261339284,0.8209876543209875,1.5184418267151818,0.017592592592592597,0.7309027777777778
cif2016,39,gru,ForecastCF,12,0.1,5.0,11.035120740527384,1.5141319376568336,0.8647762345679013,0.04205048956472322,0.8995370370370371,0.7898341049382717
cif2016,39,gru,BaseShift,12,0.1,5.0,11.035120740527384,1.5141319376568336,0.8063271604938271,0.26535478267092205,0.09074074074074075,0.7360146604938271
cif2016,39,gru,BaseNN,12,0.1,5.0,11.035120740527384,1.5141319376568336,0.8171296296296297,1.5184418267151818,0.017592592592592597,0.7349537037037037
